epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,313.276,0.85318,0.65484,1.06205,0.92043,0.93444,0.95814,0.67857,0.97352,0.59359,1.12189,0.0006535,0.0006535,0.0006535
37,321.982,0.81847,0.61641,1.05285,0.88572,0.89748,0.95502,0.63618,1.09925,0.63069,1.20639,0.0006436,0.0006436,0.0006436
38,330.567,0.84559,0.66068,1.07187,0.87854,0.94444,0.9718,0.74566,0.85692,0.52034,1.06968,0.0006337,0.0006337,0.0006337
39,339.222,0.81961,0.62885,1.07374,0.9346,0.82663,0.94853,0.70426,0.96247,0.57433,1.13057,0.0006238,0.0006238,0.0006238
40,347.898,0.83265,0.6572,1.06369,0.92939,0.90606,0.95614,0.67568,0.98903,0.67356,1.13206,0.0006139,0.0006139,0.0006139
41,356.554,0.83563,0.63646,1.06137,0.86319,0.95971,0.98097,0.70132,1.06469,0.62323,1.18509,0.000604,0.000604,0.000604
42,365.175,0.81743,0.61886,1.06622,0.93567,0.9454,0.96928,0.68299,1.12503,0.66176,1.17247,0.0005941,0.0005941,0.0005941
43,373.816,0.80513,0.60957,1.05668,0.9736,0.77893,0.94356,0.67999,1.04807,0.64598,1.16163,0.0005842,0.0005842,0.0005842
44,382.478,0.83298,0.61994,1.06382,0.94402,0.81278,0.92081,0.68367,0.97615,0.5688,1.1566,0.0005743,0.0005743,0.0005743
45,391.158,0.80115,0.59882,1.05206,0.98172,0.83583,0.93645,0.67055,1.00196,0.59971,1.19015,0.0005644,0.0005644,0.0005644
46,399.725,0.79289,0.59574,1.03924,0.94072,0.84365,0.9588,0.65373,1.08908,0.57821,1.2252,0.0005545,0.0005545,0.0005545
47,408.241,0.80604,0.61363,1.04982,0.94901,0.8672,0.96605,0.678,1.11246,0.54088,1.27912,0.0005446,0.0005446,0.0005446
48,416.746,0.80036,0.58348,1.04365,0.90338,0.86858,0.94439,0.6912,0.98331,0.54145,1.12501,0.0005347,0.0005347,0.0005347
49,425.365,0.80171,0.58625,1.04452,0.88718,0.82006,0.91782,0.64446,1.03731,0.65068,1.20396,0.0005248,0.0005248,0.0005248
50,434.009,0.7853,0.58687,1.0474,0.91791,0.9148,0.9492,0.68111,1.10813,0.61136,1.21385,0.0005149,0.0005149,0.0005149
51,442.611,0.79822,0.5763,1.05168,0.89056,0.86002,0.95319,0.6963,1.06172,0.52687,1.23425,0.000505,0.000505,0.000505
52,451.313,0.78632,0.55896,1.03137,0.96932,0.88225,0.94311,0.66298,1.1175,0.59841,1.26713,0.0004951,0.0004951,0.0004951
53,459.998,0.75162,0.54484,1.02443,0.96418,0.81587,0.91107,0.67175,1.06551,0.61693,1.20226,0.0004852,0.0004852,0.0004852
54,468.631,0.7539,0.54907,1.01085,0.88805,0.90597,0.92246,0.66491,1.08646,0.52122,1.19867,0.0004753,0.0004753,0.0004753
55,477.299,0.75616,0.55621,1.03071,0.92554,0.8294,0.92294,0.65689,0.94043,0.53062,1.10117,0.0004654,0.0004654,0.0004654
56,485.769,0.73703,0.53815,1.0214,0.9584,0.88142,0.95177,0.67218,1.04817,0.52132,1.12705,0.0004555,0.0004555,0.0004555
57,494.308,0.73705,0.52509,1.01116,0.94364,0.91349,0.93874,0.67595,1.03668,0.51626,1.16591,0.0004456,0.0004456,0.0004456
58,502.9,0.73931,0.5355,1.02532,0.85617,0.8878,0.9292,0.68101,1.08239,0.55964,1.23541,0.0004357,0.0004357,0.0004357
59,511.401,0.72004,0.49821,1.00866,0.96206,0.87668,0.95365,0.70518,1.03232,0.53553,1.19963,0.0004258,0.0004258,0.0004258
60,520,0.7416,0.5174,1.01199,0.93506,0.87742,0.95288,0.70183,0.9338,0.55529,1.08723,0.0004159,0.0004159,0.0004159
61,528.783,0.73085,0.50801,1.01527,0.90325,0.85485,0.96029,0.69738,1.06654,0.54019,1.24973,0.000406,0.000406,0.000406
62,537.544,0.72475,0.51175,1.00294,0.95777,0.84341,0.95127,0.66363,1.07488,0.56031,1.21766,0.0003961,0.0003961,0.0003961
63,546.654,0.71959,0.49801,1.0055,0.93942,0.83176,0.93712,0.68115,1.08834,0.62864,1.24998,0.0003862,0.0003862,0.0003862
64,555.85,0.72973,0.51243,1.01299,0.85273,0.84245,0.93569,0.66614,1.12994,0.67953,1.26595,0.0003763,0.0003763,0.0003763
65,565.398,0.70278,0.48632,0.99022,0.89539,0.93582,0.9566,0.70395,1.05096,0.57479,1.20757,0.0003664,0.0003664,0.0003664
66,575.36,0.73062,0.50491,1.02338,0.91608,0.87005,0.95878,0.6986,1.09298,0.58056,1.19533,0.0003565,0.0003565,0.0003565
67,584.559,0.69703,0.47603,0.99962,0.95958,0.87249,0.95404,0.70048,1.12717,0.48809,1.29051,0.0003466,0.0003466,0.0003466
68,593.822,0.6906,0.47962,0.99227,0.94397,0.85175,0.93076,0.67837,1.14272,0.52849,1.32627,0.0003367,0.0003367,0.0003367
69,603.77,0.68738,0.4799,0.98929,0.93276,0.91779,0.95782,0.68122,1.18911,0.50031,1.38214,0.0003268,0.0003268,0.0003268
70,613.381,0.67304,0.46441,0.98131,0.96175,0.84308,0.939,0.67423,1.15023,0.57498,1.28503,0.0003169,0.0003169,0.0003169
71,622.973,0.67245,0.4891,0.98485,0.94249,0.8395,0.94988,0.67518,1.02543,0.66507,1.18304,0.000307,0.000307,0.000307
72,632.08,0.66856,0.46415,0.98268,0.96285,0.87781,0.94869,0.68214,1.08692,0.65731,1.20257,0.0002971,0.0002971,0.0002971
73,640.863,0.69841,0.49232,1.00084,0.91312,0.87301,0.93636,0.65155,1.18731,0.60966,1.24311,0.0002872,0.0002872,0.0002872
74,649.642,0.67544,0.45713,0.9806,0.92729,0.88157,0.95836,0.69769,0.97743,0.51534,1.08503,0.0002773,0.0002773,0.0002773
75,658.358,0.69115,0.46267,0.98735,0.91818,0.86947,0.9578,0.71392,1.02782,0.55287,1.14063,0.0002674,0.0002674,0.0002674
76,667.176,0.68915,0.47391,0.99484,0.97539,0.87917,0.95205,0.71702,1.07375,0.54325,1.14972,0.0002575,0.0002575,0.0002575
77,675.923,0.65595,0.43658,0.97353,0.91342,0.91558,0.94415,0.70012,1.01749,0.53079,1.13474,0.0002476,0.0002476,0.0002476
78,684.768,0.6497,0.44298,0.96848,0.96412,0.87251,0.93038,0.67304,0.97122,0.58113,1.08337,0.0002377,0.0002377,0.0002377
79,693.582,0.63247,0.42056,0.95857,0.9651,0.85332,0.93726,0.66935,0.93484,0.59261,1.09362,0.0002278,0.0002278,0.0002278
80,702.441,0.66933,0.46167,0.98206,0.90862,0.80914,0.89393,0.64627,0.9425,0.67121,1.09889,0.0002179,0.0002179,0.0002179
81,711.178,0.66566,0.44599,0.9849,0.86623,0.84453,0.90281,0.66766,0.97493,0.61501,1.12323,0.000208,0.000208,0.000208
82,719.967,0.66702,0.44101,0.98449,0.97517,0.83047,0.94014,0.687,1.01823,0.55194,1.13116,0.0001981,0.0001981,0.0001981
83,728.842,0.63758,0.43059,0.95172,0.90991,0.89269,0.94516,0.68622,1.05463,0.54922,1.13806,0.0001882,0.0001882,0.0001882
84,737.697,0.66591,0.44997,0.97768,0.93412,0.90645,0.94009,0.7033,1.04225,0.52133,1.12361,0.0001783,0.0001783,0.0001783
85,746.582,0.61406,0.41543,0.95989,0.95976,0.89597,0.93033,0.68904,0.99636,0.58877,1.12073,0.0001684,0.0001684,0.0001684
86,755.63,0.63058,0.41824,0.97166,0.92833,0.86819,0.91443,0.68655,1.07881,0.67841,1.16116,0.0001585,0.0001585,0.0001585
87,764.285,0.64336,0.43475,0.96827,0.92374,0.86819,0.92028,0.6994,1.01494,0.59831,1.16018,0.0001486,0.0001486,0.0001486
88,773.009,0.60971,0.42162,0.95306,0.90991,0.86884,0.9236,0.70091,1.03004,0.54757,1.11367,0.0001387,0.0001387,0.0001387
89,782.119,0.60624,0.40315,0.95563,0.92875,0.87674,0.91858,0.69096,1.03512,0.53975,1.15661,0.0001288,0.0001288,0.0001288
90,790.659,0.59941,0.3883,0.95221,0.9208,0.86819,0.92916,0.70073,1.02274,0.54606,1.14768,0.0001189,0.0001189,0.0001189
91,825.985,0.56756,0.35616,0.93729,0.92703,0.8878,0.91891,0.68557,0.97253,0.57978,1.12768,0.000109,0.000109,0.000109
92,834.61,0.5461,0.33436,0.92611,0.86687,0.87638,0.90842,0.67128,1.01804,0.5874,1.15499,9.91e-05,9.91e-05,9.91e-05
93,843.263,0.50266,0.32048,0.90669,0.88641,0.87636,0.92169,0.70721,0.94183,0.55985,1.11311,8.92e-05,8.92e-05,8.92e-05
94,851.837,0.50727,0.31482,0.90839,0.9189,0.87636,0.93744,0.71251,0.99155,0.56295,1.13135,7.93e-05,7.93e-05,7.93e-05
95,860.487,0.50406,0.30429,0.90119,0.90707,0.91158,0.92928,0.70127,1.01663,0.58838,1.14267,6.94e-05,6.94e-05,6.94e-05
96,869.03,0.49344,0.30651,0.90903,0.88389,0.88717,0.92505,0.69626,0.99506,0.55305,1.13734,5.95e-05,5.95e-05,5.95e-05
97,877.525,0.49978,0.30425,0.90137,0.89775,0.8878,0.93341,0.69928,1.00097,0.55334,1.14305,4.96e-05,4.96e-05,4.96e-05
